dataset,condition,layer,relative_depth,mean,sem,count,metric
Natural Stories,AuriStream-MTP 7B 40Pred,0,0.0,0.0795573118701216,0.0409423969258865,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,1,0.010416666666666666,0.0843109557562509,0.0245929183592674,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,2,0.020833333333333332,0.0716347729494641,0.0354199363963709,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,3,0.03125,0.0976703104463359,0.0393491629011058,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,4,0.041666666666666664,0.0662133715400173,0.0486674707546214,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,5,0.052083333333333336,0.0669939417580749,0.0516549456853546,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,6,0.0625,0.0624354560596981,0.0549329029009569,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,7,0.07291666666666667,0.1052740315415621,0.0411636940506346,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,8,0.08333333333333333,0.1187614498300705,0.0442581101010631,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,9,0.09375,0.0629079779895283,0.0436702151279001,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,10,0.10416666666666667,0.0702524458755346,0.0322098092802251,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,11,0.11458333333333333,0.0423599684063908,0.0201157648193821,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,12,0.125,0.0793769174633868,0.0220548332689939,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,13,0.13541666666666666,0.0938747569534835,0.0350451886572542,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,14,0.14583333333333334,0.0629176440126227,0.0440182535735757,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,15,0.15625,0.0639993968666786,0.039696806407752,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,16,0.16666666666666666,0.0546709453509437,0.0327260455270499,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,17,0.17708333333333334,0.0518783433948508,0.0408604234329554,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,18,0.1875,0.0930009924123974,0.0216144407311185,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,19,0.19791666666666666,0.0607848037227593,0.0346169219906083,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,20,0.20833333333333334,0.1013005291373093,0.0262176278623697,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,21,0.21875,0.084513858497984,0.0371670374048559,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,22,0.22916666666666666,0.0898125676575775,0.0364140853995905,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,23,0.23958333333333334,0.1271998257770484,0.0277725492127859,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,24,0.25,0.1160654773461959,0.0223390867272716,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,25,0.2604166666666667,0.1231456637646174,0.0248536098267561,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,26,0.2708333333333333,0.1299827330113203,0.0351663830178143,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,27,0.28125,0.1211916960172153,0.0317825599124464,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,28,0.2916666666666667,0.1314821148043632,0.0107549187120829,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,29,0.3020833333333333,0.1435415110682499,0.0249099639630902,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,30,0.3125,0.135184231223068,0.0315649772367903,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,31,0.3229166666666667,0.0763293053399369,0.0282440807107892,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,32,0.3333333333333333,0.0861133552607145,0.0364926873293569,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,33,0.34375,0.0584695757083932,0.0438220496842668,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,34,0.3541666666666667,0.0590001529656903,0.0363185774360059,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,35,0.3645833333333333,0.0553581830514617,0.0365868175697975,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,36,0.375,0.0528912594307537,0.0384344345254793,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,37,0.3854166666666667,0.0407186679139143,0.0513824513313208,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,38,0.3958333333333333,0.0503351519695656,0.0561327106995856,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,39,0.40625,0.071004191791032,0.0595087754902689,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,40,0.4166666666666667,0.0315889475538027,0.0622931181503407,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,41,0.4270833333333333,0.0224543278698768,0.0608780829900897,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,42,0.4375,0.0443320149380274,0.0563416794179381,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,43,0.4479166666666667,0.0671887438999852,0.0489037350072616,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,44,0.4583333333333333,0.0679638268350317,0.0458915493860834,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,45,0.46875,0.0690302241838797,0.0601457375338666,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,46,0.4791666666666667,0.0921079421565921,0.0598709555149349,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,47,0.4895833333333333,0.0986404094151138,0.0547973751886154,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,48,0.5,0.114115674362447,0.0523583239901658,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,49,0.5104166666666666,0.1050859191669869,0.0455342592564723,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,50,0.5208333333333334,0.1123148899825502,0.0456852882911299,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,51,0.53125,0.1113766666848078,0.0385127527347483,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,52,0.5416666666666666,0.119605910891571,0.0454541391317973,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,53,0.5520833333333334,0.1397686687199906,0.0571342171368013,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,54,0.5625,0.1353982157844019,0.050381465242356,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,55,0.5729166666666666,0.1544032191928083,0.0531988334984507,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,56,0.5833333333333334,0.1631805266049645,0.0484066659153732,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,57,0.59375,0.1992788030905604,0.052284421475101,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,58,0.6041666666666666,0.2439377555860883,0.055597901684803,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,59,0.6145833333333334,0.2358073876321801,0.0503665903794545,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,60,0.625,0.2117164458911229,0.0553201507521198,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,61,0.6354166666666666,0.2581307607990759,0.0585270667512746,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,62,0.6458333333333334,0.3039912002081276,0.0482784098681446,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,63,0.65625,0.2683157351287361,0.0469557658894929,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,64,0.6666666666666666,0.3064977151021452,0.0475482600503739,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,65,0.6770833333333334,0.278770700016768,0.0319603119861066,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,66,0.6875,0.306068220130543,0.0286053750675263,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,67,0.6979166666666666,0.3128241573146437,0.0282817618907604,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,68,0.7083333333333334,0.2882606129189106,0.029720507694534,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,69,0.71875,0.2915130310564214,0.0326742777058955,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,70,0.7291666666666666,0.2776743852343735,0.0417005112706128,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,71,0.7395833333333334,0.2705430819667074,0.0376262600467705,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,72,0.75,0.2639957943894885,0.0456279125618068,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,73,0.7604166666666666,0.2892411257896114,0.0559216171544007,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,74,0.7708333333333334,0.2730171304651531,0.0588615055023842,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,75,0.78125,0.2560664070309466,0.0652606295251308,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,76,0.7916666666666666,0.2445005408337086,0.0602536610188232,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,77,0.8020833333333334,0.2487888582414991,0.0500455175494014,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,78,0.8125,0.2490017418215196,0.0471305239897294,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,79,0.8229166666666666,0.2429176874408079,0.0426624440863393,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,80,0.8333333333333334,0.2273655704928151,0.0377542507447243,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,81,0.84375,0.1953444491301608,0.0410388480511533,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,82,0.8541666666666666,0.2041437665335652,0.0413794692085128,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,83,0.8645833333333334,0.2010096554326348,0.0367925539064272,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,84,0.875,0.1987525424836773,0.0374259528926653,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,85,0.8854166666666666,0.2036727486974839,0.032327334538311,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,86,0.8958333333333334,0.2182447903699388,0.0394174516906108,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,87,0.90625,0.211060824311464,0.0394658156013856,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,88,0.9166666666666666,0.1816941432407737,0.0318295347752606,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,89,0.9270833333333334,0.1716466892560146,0.0345891452298212,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,90,0.9375,0.1665124222560864,0.027138072913854,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,91,0.9479166666666666,0.1493539922886826,0.0322048863228933,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,92,0.9583333333333334,0.1273797746049416,0.0347136295274192,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,93,0.96875,0.1337020079900255,0.0304137501873877,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,94,0.9791666666666666,0.1190233249375035,0.0355641771983408,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,95,0.9895833333333334,0.0884680624336479,0.0352306689051853,9,mean held-out-story Pearson r
Natural Stories,AuriStream-MTP 7B 40Pred,96,1.0,0.1202669746303743,0.0300095062499999,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,0,0.0,0.0877256807202441,0.0381411885283006,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,1,0.010416666666666666,0.0934631169767119,0.0370401590124679,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,2,0.020833333333333332,0.0898833361679879,0.0373967618702281,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,3,0.03125,0.1031835990328857,0.0373854269416047,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,4,0.041666666666666664,0.1109250208618607,0.0356875274248109,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,5,0.052083333333333336,0.0995974938851928,0.0356992653658598,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,6,0.0625,0.0974179747667192,0.0361078247932891,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,7,0.07291666666666667,0.1022312565953142,0.0300324934941081,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,8,0.08333333333333333,0.1016106487740307,0.0272936723706093,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,9,0.09375,0.1050848402953589,0.0249603280443347,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,10,0.10416666666666667,0.1132951886469811,0.0294820969203804,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,11,0.11458333333333333,0.1114086402713996,0.0312852660761164,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,12,0.125,0.1217884890373081,0.0327875129010345,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,13,0.13541666666666666,0.1412309475168157,0.0286816751763294,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,14,0.14583333333333334,0.125118638686168,0.0318801372431845,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,15,0.15625,0.1296858876278087,0.0356137041144585,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,16,0.16666666666666666,0.1464411606422496,0.0313036688922815,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,17,0.17708333333333334,0.1715060429137368,0.0308684973231649,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,18,0.1875,0.1721290449903568,0.027322470485189,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,19,0.19791666666666666,0.1669649331208556,0.0313915842703785,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,20,0.20833333333333334,0.1731205281257618,0.0345343276747056,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,21,0.21875,0.1648820763723145,0.0371149206062512,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,22,0.22916666666666666,0.1645247628458717,0.0343378068529553,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,23,0.23958333333333334,0.1499298653085608,0.0351075256350114,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,24,0.25,0.1702692530688205,0.0382721548351064,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,25,0.2604166666666667,0.1791027169975492,0.0401201061516252,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,26,0.2708333333333333,0.1744865037118667,0.0384039386139289,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,27,0.28125,0.1786343102845717,0.038139439669369,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,28,0.2916666666666667,0.1770078412124703,0.0365107781982191,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,29,0.3020833333333333,0.1663917192544649,0.0366969806153775,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,30,0.3125,0.1569735485230692,0.0402130470308033,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,31,0.3229166666666667,0.1430864956831015,0.0391334476108839,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,32,0.3333333333333333,0.1389393709107148,0.0376072896190063,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,33,0.34375,0.1478270790521408,0.040586858515224,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,34,0.3541666666666667,0.1321113218450346,0.0409995397750204,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,35,0.3645833333333333,0.1364217419000092,0.042017447135912,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,36,0.375,0.1646985658211834,0.0416663889079504,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,37,0.3854166666666667,0.1452278236890663,0.0442043539454474,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,38,0.3958333333333333,0.1366256741476768,0.041507089364957,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,39,0.40625,0.1512461188095138,0.0360550479795159,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,40,0.4166666666666667,0.1279010172497681,0.0336720708720098,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,41,0.4270833333333333,0.1189065919671686,0.0377169712022038,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,42,0.4375,0.1258770208283038,0.0368098170335047,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,43,0.4479166666666667,0.1213036040780232,0.0364710794891573,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,44,0.4583333333333333,0.1249618165772445,0.0362736657636308,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,45,0.46875,0.1185201436420084,0.037727218840119,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,46,0.4791666666666667,0.1172623850534552,0.0377596886536564,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,47,0.4895833333333333,0.1195113853834505,0.0369980165743229,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,48,0.5,0.1194680506003729,0.0376983201746195,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,49,0.5104166666666666,0.1177980973142068,0.0388026584502203,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,50,0.5208333333333334,0.1131545150935931,0.0380606092813123,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,51,0.53125,0.1151993181601444,0.0374795747253819,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,52,0.5416666666666666,0.1072638411177747,0.037808785923624,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,53,0.5520833333333334,0.1102898981770813,0.0365592432731457,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,54,0.5625,0.1012169912313834,0.0362132913650029,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,55,0.5729166666666666,0.1056065481951862,0.0353430549957739,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,56,0.5833333333333334,0.1142778860828271,0.0356480494889785,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,57,0.59375,0.1063583598981242,0.0365287558675349,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,58,0.6041666666666666,0.1058621380039438,0.0353670574196873,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,59,0.6145833333333334,0.1106269360419854,0.034341914861844,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,60,0.625,0.1082121512014808,0.0339756914776524,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,61,0.6354166666666666,0.1105763683762757,0.033099901358658,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,62,0.6458333333333334,0.1109267317782411,0.0329996577421197,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,63,0.65625,0.1126847850395001,0.0330410454487234,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,64,0.6666666666666666,0.1105291968328713,0.0314148286933288,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,65,0.6770833333333334,0.1079140310523146,0.030091635856292,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,66,0.6875,0.1132540324459155,0.0291920466087296,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,67,0.6979166666666666,0.1121090216387943,0.0292911764931732,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,68,0.7083333333333334,0.1089636385038605,0.0294784528562469,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,69,0.71875,0.1086204736225091,0.0281298310048591,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,70,0.7291666666666666,0.1128905199365785,0.0278763377328154,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,71,0.7395833333333334,0.1151892995168111,0.0275511887842732,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,72,0.75,0.114140473112659,0.0284395211695856,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,73,0.7604166666666666,0.1095031543539522,0.0295097102429246,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,74,0.7708333333333334,0.1107110074778579,0.0294398086265559,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,75,0.78125,0.1120896152835627,0.0295946348358057,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,76,0.7916666666666666,0.1086553540716681,0.0286226640693358,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,77,0.8020833333333334,0.1115007198369956,0.0288735725081864,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,78,0.8125,0.1119386446407503,0.0283251809150982,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,79,0.8229166666666666,0.115987787242039,0.0286338460467566,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,80,0.8333333333333334,0.1144851632459155,0.0286802814504104,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,81,0.84375,0.1115464301432926,0.0281528037409646,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,82,0.8541666666666666,0.1134420040804509,0.0287960689531369,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,83,0.8645833333333334,0.111698839276434,0.0285752678063727,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,84,0.875,0.1155506043892965,0.0285099812377871,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,85,0.8854166666666666,0.1196676565479204,0.0288973724379907,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,86,0.8958333333333334,0.119098754810596,0.0295981134370584,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,87,0.90625,0.121977109422978,0.0297355370232857,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,88,0.9166666666666666,0.1197247547934945,0.0286691661460174,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,89,0.9270833333333334,0.1202244821048837,0.0285391428615295,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,90,0.9375,0.1193040379848511,0.0287313301964948,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,91,0.9479166666666666,0.1163093580991279,0.0291549116776401,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,92,0.9583333333333334,0.1104597238217004,0.0294322586681429,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,93,0.96875,0.1097652886352254,0.0299894790451626,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,94,0.9791666666666666,0.1109777679969862,0.0309742625623715,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,95,0.9895833333333334,0.1108351728327504,0.0313979160201564,9,mean held-out-story Pearson r
Natural Stories,7B 40Pred untrained,96,1.0,0.1155341826520574,0.0307535587084383,9,mean held-out-story Pearson r
